Nom;SIRET;SIREN;Adresse;Code Postal;Ville;Téléphone;Code NAF;Catégorie;Zone Recherche;Secteur S&Y
MAZAGRAN AUTOS;53060450300017;530604503;15 RUE MAZAGRAN 69007 LYON;69007;LYON;+33 6 16 88 22 01;45.20A;garage;Lyon;BTP / Mécanique
MIDAS FRANCE;99753681801953;997536818;1 RUE DE L'UNION 92500 RUEIL-MALMAISON;92500;RUEIL-MALMAISON;+33 4 78 94 26 48;45.20A;garage;Lyon;BTP / Mécanique
CTRE.REPARATION AUTOMOBILE M.POULET (CRA);39877090900016;398770909;322 AVENUE BERTHELOT 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
AUTOMOBILES MONPLAISIR;53843905000013;538439050;42 RUE VILLON 69008 LYON;69008;LYON;+33 6 11 83 45 63;45.20A;garage;Lyon;BTP / Mécanique
SASU GARAGE GABY;92488811800016;924888118;27 RUE VILLON 69008 LYON;69008;LYON;+33 4 78 75 98 33;45.20A;garage;Lyon;BTP / Mécanique
L ACCESSOIRE AUTOMOBILE;95851344200045;958513442;ZI REVOISSON 1 RUE DES FRERES LUMIERE 69740 GENAS;69740;GENAS;+33 4 72 79 48 20;45.20A;garage;Lyon;BTP / Mécanique
GARAGE DU SOLEIL;48168848900022;481688489;2 RUE DES PRIMEVERES 69340 FRANCHEVILLE;69340;FRANCHEVILLE;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
SARL SIMEONI AUTO (SIMEONI AUTO);48306837500029;483068375;10 RUE D'ALSACE 69800 SAINT-PRIEST;69800;SAINT-PRIEST;+33 6 95 05 01 21;45.20A;garage;Lyon;BTP / Mécanique
GARAGE PIERRE DELORE;40019523600015;400195236;63 RUE PIERRE DELORE 69008 LYON;69008;LYON;+33 6 18 88 55 97;45.20A;garage;Lyon;BTP / Mécanique
ACHOT MAKAROV (ACH REP AUTO);79252005800043;792520058;61 AVENUE GENERAL LECLERC 69100 VILLEURBANNE;69100;VILLEURBANNE;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
ARGG (ARGG) (ARGG SERVICES);83320822600021;833208226;55 AVENUE DES BRUYERES 69150 DECINES-CHARPIEU;69150;DECINES-CHARPIEU;+33 4 72 93 86 37;45.20A;garage;Lyon;BTP / Mécanique
PATRICK AUTOMOBILES;31809850600054;318098506;PARC D ACTIVITES LES AYATS 3B 117 RUE DE GUENAS 69390 MILLERY;69390;MILLERY;+33 7 67 00 00 42;45.20A;garage;Lyon;BTP / Mécanique
M V AUTOMOBILES;32973671400042;329736714;53 AVENUE DE LA REPUBLIQUE 69200 VENISSIEUX;69200;VENISSIEUX;+33 6 07 32 72 52;45.20A;garage;Lyon;BTP / Mécanique
RELAIS AUTOMOBILE SERVICES LYON;48419759500016;484197595;9 RUE AUDIBERT ET LAVIROTTE 69008 LYON;69008;LYON;+33 4 87 62 12 65;45.20A;garage;Lyon;BTP / Mécanique
SERKAN CULHA (NEVA AUTO NETTOYAGE);53858434300015;538584343;27 B AVENUE VIVIANI 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
CHAKRAM AUTO DISCOUNT;53992178300012;539921783;35 RUE DES TUILIERS 69008 LYON;69008;LYON;+33 6 27 86 88 48;45.20A;garage;Lyon;BTP / Mécanique
CARROSSERIE DE L'EUROPE;82158178200025;821581782;27 RUE ANTOINE PERICAUD 69008 LYON;69008;LYON;+33 4 78 76 24 37;45.20A;garage;Lyon;BTP / Mécanique
BRIAL AUTO (BRIAL AUTO);78957268200019;789572682;27 RUE PIERRE DELORE 69008 LYON;69008;LYON;+33 4 78 61 32 28;45.20A;garage;Lyon;BTP / Mécanique
NIKOLAY NIKOLOV (N & N);79043002900021;790430029;23 RUE PASCAL 69100 VILLEURBANNE;69100;VILLEURBANNE;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
DWH;82159887700024;821598877;656 AVENUE DE L'INDUSTRIE 69140 RILLIEUX-LA-PAPE;69140;RILLIEUX-LA-PAPE;+33 8 50 00 09 42;45.20A;garage;Lyon;BTP / Mécanique
DIDIER HOARAU (AUTO Z ILES);82852700200012;828527002;273 AVENUE BERTHELOT 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
MOHAMMED BOUGAA (MB CARS);89116855100028;891168551;41 RUE THOMAS BLANCHET 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
CLEAN MY CAR SERVICES (CLEAN MY CAR SERVICES);84829890700033;848298907;190 RUE DU SORBIER 38150 AGNIN;38150;AGNIN;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
MOHAMED BENHAMOU;88256416400011;882564164;134 RUE CHALLEMEL LACOUR 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
THOMAS GIRAUD (GT PERFORMANCES);88294111500017;882941115;74 RUE MARYSE BASTIE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
RABIA SAADA (SAADA AUTO);92502145300012;925021453;CI 0101 106 AVENUE PAUL SANTY 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
MOHAMED REKIK (MAR);91005071500010;910050715;1 RUE DE CHAMPAGNEUX 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
MOHAMED THIAM (PUREPRESTIGE);93159034300022;931590343;43 RUE ANTOINE LUMIERE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
PEDRO NANGA (CLEAN FRESH AUTO);93336842500015;933368425;44 RUE PROFESSEUR TAVERNIER 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
ELYASE BERRANI (NAZIM SERVICES);94316409500011;943164095;5 RUE LUDOVIC ARRACHART 69008 LYON;69008;LYON;+33 4 72 78 97 05;45.20A;garage;Lyon;BTP / Mécanique
AUTO GTECH;98146957000015;981469570;85 RUE LAENNEC 69008 LYON;69008;LYON;+33 6 25 01 47 76;45.20A;garage;Lyon;BTP / Mécanique
OPTIM PARE BRISE;99491130300018;994911303;10 RUE COLONEL ARNAUD BELTRAME 69008 LYON;69008;LYON;+33 4 78 95 39 30;45.20A;garage;Lyon;BTP / Mécanique
MOURAD AIT AHMAD;79995262700013;799952627;AMBROISE PARE 41 RUE THOMAS BLANCHET 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
CHIR-AUTO;81131750200029;811317502;92 RUE DE MONTAGNY 69008 LYON;69008;LYON;+33 4 78 75 88 93;45.20A;garage;Lyon;BTP / Mécanique
NAZIF OURO GUEZERE (E.N.A CLEANING SERVICES);81746266600022;817462666;311 AVENUE ANDREI SAKHAROV 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
CG PAREBRISE (A PLUS GLASS);75069755900045;750697559;62 RUE PHILIPPE FABIA 69008 LYON;69008;LYON;+33 4 72 90 47 17;45.20A;garage;Lyon;BTP / Mécanique
LYON SANS PERMIS;75218554600013;752185546;2 RUE JEAN CHEVAILLER 69008 LYON;69008;LYON;+33 4 78 00 05 55;45.20A;garage;Lyon;BTP / Mécanique
BOULLEY;52523591700016;525235917;51 B RUE ANTOINE LUMIERE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
CARROSSERIE RS AUTO;75308835000024;753088350;25 AVENUE GABRIEL PERI 69960 CORBAS;69960;CORBAS;+33 6 64 13 62 82;45.20A;garage;Lyon;BTP / Mécanique
HAKIM BAIBOU;50041594800016;500415948;87 RUE VILLON 69008 LYON;69008;LYON;+33 6 27 86 88 48;45.20A;garage;Lyon;BTP / Mécanique
AB AUTOS;50979028300014;509790283;197 AVENUE PAUL SANTY 69008 LYON;69008;LYON;+33 4 78 23 71 28;45.20A;garage;Lyon;BTP / Mécanique
O NEO 74 (O'NEO);50802059100048;508020591;PARKING COUVERT GEANT 14 RUE DE LA RESISTANCE 74100 ANNEMASSE;74100;ANNEMASSE;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
TAREK GUENDOUZI (EXPERT PARE BRISE);89255043500028;892550435;81 AVENUE JEAN MERMOZ 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
ARTUR NIKOGHOSYAN (PERFECT AUTO 69);89350469600020;893504696;83 RUE JEAN SARRAZIN 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
IGLASS LYON (IGLASS LYON);91050778900014;910507789;4 B RUE DES LILAS 69008 LYON;69008;LYON;+33 4 81 91 18 58;45.20A;garage;Lyon;BTP / Mécanique
MAXIME VALLEE;91267543600014;912675436;11 RUE PAUL CAZENEUVE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
SIMON BRUNEL (BRUNEL) (SB AUTOMOTIVE);94071447000017;940714470;41 RUE MARYSE BASTIE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
LRT AUTO SERVICES;83160678500010;831606785;16 RUE DES SERPOLLIERES 69008 LYON;69008;LYON;+33 7 60 36 13 47;45.20A;garage;Lyon;BTP / Mécanique
HUGUES GOUTONDJI (HAUTE GAMME NETTOYAGE ET LOCATION);82421051200011;824210512;RES AMBROISE PARE 41 RUE THOMAS BLANCHET 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
NP AUTO 69;95224345900015;952243459;155 BOULEVARD DES ETATS-UNIS 69008 LYON;69008;LYON;+33 6 33 85 18 87;45.20A;garage;Lyon;BTP / Mécanique
TOUT AUTOS (TOUT AUTOS);93918183000018;939181830;106 RUE PIERRE DELORE 69008 LYON;69008;LYON;+33 4 37 37 26 66;45.20A;garage;Lyon;BTP / Mécanique
DARIUS COVACIU (DARIUS AUTO);98756885400010;987568854;13 BOULEVARD DES ETATS-UNIS 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
LYDIA ABED;99024998900015;990249989;77 RUE PHILIPPE FABIA 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
LORENZO MARTIN (LM NETTOYAGE AUTO);99903628800010;999036288;73 AVENUE JEAN MERMOZ 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
CARROSSERIE HENRY;47789002400011;477890024;35 AVENUE DE PRESSENSE 69008 LYON;69008;LYON;+33 4 78 01 12 05;45.20A;garage;Lyon;BTP / Mécanique
DAP;47799799300019;477997993;11 RUE SAINT VINCENT DE PAUL 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
LUX AUTO LYON;40494461300045;404944613;151 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU;69150;DECINES-CHARPIEU;+33 4 72 38 58 72;45.20A;garage;Lyon;BTP / Mécanique
GGI;78859571800016;788595718;1 A 7 1 AVENUE DE PRESSENSE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
ADSC;44769823400013;447698234;147 ROUTE DE VIENNE 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
ALPES NETTOYAGE AUTOS;48506976900027;485069769;1 RUE JEAN CHEVAILLER 69008 LYON;69008;LYON;+33 6 99 03 83 66;45.20A;garage;Lyon;BTP / Mécanique
LYON PRESTATIONS SERVICES AUTO (LPSAUTO);89384849900016;893848499;17 T IMPASSE BAZAT 69008 LYON;69008;LYON;+33 4 78 00 05 55;45.20A;garage;Lyon;BTP / Mécanique
AS AUTO;53267451200019;532674512;35 AVENUE DE PRESSENSE 69008 LYON;69008;LYON;+33 6 52 22 58 93;45.20A;garage;Lyon;BTP / Mécanique
MOURAD BARKA;48829383800014;488293838;197 AVENUE PAUL SANTY 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
AUTO DESIGN 69 (AUTO DESIGN 69);90080860100018;900808601;BAT B 4 RUE FLORENT 69008 LYON;69008;LYON;+33 7 76 61 00 00;45.20A;garage;Lyon;BTP / Mécanique
WAEL ABDELI (WDA);87807807000025;878078070;13 RUE COLONEL ARNAUD BELTRAME 69008 LYON;69008;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
DURAND SERVICES;37823354800031;378233548;LOTISSEMENT INDUSTRIEL LE LEVATEL 38140 RIVES;38140;RIVES;+33 4 72 49 19 40;45.20A;garage;Lyon;BTP / Mécanique
MARIO VELOSO;53238955800018;532389558;547 RUE DE BEER-SHEVA 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
ASSISTANCE DEPANNAGE AUTOMOBILE (ADA);30985796900047;309857969;29 AVENUE BARTHELEMY THIMONNIER 69300 CALUIRE-ET-CUIRE;69300;CALUIRE-ET-CUIRE;+33 6 67 53 65 15;45.20A;garage;Lyon;BTP / Mécanique
CAR DOM;44022231300080;440222313;9 AVENUE PIERRE SEMARD 69200 VENISSIEUX;69200;VENISSIEUX;+33 4 78 22 47 15;45.20A;garage;Lyon;BTP / Mécanique
GARAGE DE ROCHECARDON;96350579700018;963505797;138 RUE DE SAINT-CYR 69009 LYON;69009;LYON;+33 4 78 83 71 15;45.20A;garage;Lyon;BTP / Mécanique
ESPACE AUTO VAISE;45253788900019;452537889;18 RUE DES DEUX AMANTS 69009 LYON;69009;LYON;+33 4 78 34 49 18;45.20A;garage;Lyon;BTP / Mécanique
ANDRE FAURE (FAURE ANDRE);38891564700027;388915647;1 BD DES TREFILERIES 38230 CHARVIEU-CHAVAGNEUX;38230;CHARVIEU-CHAVAGNEUX;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
VOIRIN AUTO SPORT;42144021500034;421440215;99 RUE DE SAINT-CYR 69370 SAINT-DIDIER-AU-MONT-D'OR;69370;SAINT-DIDIER-AU-MONT-D'OR;+33 4 78 64 86 62;45.20A;garage;Lyon;BTP / Mécanique
GARAGE GORGE DE LOUP;51481558800017;514815588;1 RUE DE LA FRATERNELLE 69009 LYON;69009;LYON;+33 4 78 15 90 37;45.20A;garage;Lyon;BTP / Mécanique
CARROSSERIE MOREL VAISE 9EME;75042120800018;750421208;28 RUE DU BOURBONNAIS 69009 LYON;69009;LYON;+33 7 67 76 90 00;45.20A;garage;Lyon;BTP / Mécanique
FARID DAHA (D-F AUTO);53462597500014;534625975;20 AVENUE BARTHELEMY BUYER 69009 LYON;69009;LYON;+33 9 53 08 59 10;45.20A;garage;Lyon;BTP / Mécanique
GARAGE BEAUVERSANT;81378696900028;813786969;3 ALLEE GAY-LUSSAC 69230 SAINT-GENIS-LAVAL;69230;SAINT-GENIS-LAVAL;+33 4 78 51 65 00;45.20A;garage;Lyon;BTP / Mécanique
BRISE DE GLACE;81464720200021;814647202;33 QUAI ARLOING 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
REB AUTOS;82164410100015;821644101;29 RUE TISSOT 69009 LYON;69009;LYON;+33 6 88 45 25 32;45.20A;garage;Lyon;BTP / Mécanique
AMS-LYON VAISE;90140216400015;901402164;109 RUE MARIETTON 69009 LYON;69009;LYON;+33 4 72 53 14 80;45.20A;garage;Lyon;BTP / Mécanique
BKM AUTOMOBILE;93472027700029;934720277;5 ROUTE DES MONTS DU LYONNAIS 69510 MESSIMY;69510;MESSIMY;+33 6 12 30 11 59;45.20A;garage;Lyon;BTP / Mécanique
LENYLS AUTO (LENYLS AUTO);98144411000028;981444110;73 GRANDE RUE DE SAINT RAMBERT 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
PICOT DEPANNAGE;39958067900021;399580679;1 IMPASSE LOUIS SAILLANT 69120 VAULX-EN-VELIN;69120;VAULX-EN-VELIN;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
SYNER G ENVIRONNEMENT (SYNER G ENVIRONNEMENT) (S G);75019750100034;750197501;4 RUE L ET M LOUISE BAUMER 69120 VAULX EN VELIN;69120;VAULX EN VELIN;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
MECANO MOBILE 69;83511689800023;835116898;LOT A04 CENTRE ARTISANAL BLEU GUIMET ALL GUIMET 69250 FLEURIEU-SUR-SAONE;69250;FLEURIEU-SUR-SAONE;+33 8 15 02 56 10;45.20A;garage;Lyon;BTP / Mécanique
MOHAMED DRAME;93299700000017;932997000;31 RUE ROGER SALENGRO 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
GARAGE DU TUNNEL;78009603800051;780096038;27 CHEMIN DE LA ROSSIGNOLE 69390 VERNAISON;69390;VERNAISON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
H.N.;88221491900012;882214919;5 MONTEE DE L'OBSERVANCE 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
BOURBONNAIS   AUTO;99391593300010;993915933;68 RUE DU BOURBONNAIS 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
GARAGE DE LA FRATERNELLE;41050762800015;410507628;13 RUE DE LA FRATERNELLE 69009 LYON;69009;LYON;+33 4 78 83 71 15;45.20A;garage;Lyon;BTP / Mécanique
MOHAMED EL ATTAR;75184445700026;751844457;LES TROIS RIVIERES BATIMENT D9 410 AVENUE JANVIER PASSERO 06210 MANDELIEU-LA-NAPOULE;06210;MANDELIEU-LA-NAPOULE;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
GRAND GARAGE DE L AVENUE SARL;95651040800027;956510408;70 AVENUE LEON FOILLARD 69830 SAINT-GEORGES-DE-RENEINS;69830;SAINT-GEORGES-DE-RENEINS;+33 1 23 45 67 89;45.20A;garage;Lyon;BTP / Mécanique
MAERNA AUTO (MAERNA SERVICES);81393401500013;813934015;75 RUE MARIETTON 69009 LYON;69009;LYON;+33 4 78 83 76 82;45.20A;garage;Lyon;BTP / Mécanique
AUTO DIAMS (SELECT-AUTO);53290205300018;532902053;16 RUE POUTEAU 69001 LYON;69001;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
OMAROV (MSA AUTO);53440253200038;534402532;12 RUE ALPHONSE DAUDET 69330 MEYZIEU;69330;MEYZIEU;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
THOMAS HOUILLE (L.A.L AUTO);81858050800047;818580508;61 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
IDEAL CARS;93323846100018;933238461;2 RUE COYSEVOX 69001 LYON;69001;LYON;+33 7 62 04 32 17;45.11Z;concession;Lyon;BTP / Mécanique
ABDESSAMI NEFFATI;84458131400029;844581314;16 RUE JULES MICHELET 69140 RILLIEUX-LA-PAPE;69140;RILLIEUX-LA-PAPE;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTOPIA (AUTOPIA);85000206400010;850002064;4 RUE DE LA REPUBLIQUE 69001 LYON;69001;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
E.C.H AUTO;91283976800039;912839768;BUREAU 3 18 RUE MASSENA 06000 NICE;06000;NICE;+33 9 81 04 36 35;45.11Z;concession;Lyon;BTP / Mécanique
SAMIR YOUSSOUF;89751223200025;897512232;60 RUE FRANCOIS IER 75008 PARIS;75008;PARIS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MH MOTORS;91934056200025;919340562;1901 ROUTE DEPARTEMENTALE 386 69560 SAINT-ROMAIN-EN-GAL;69560;SAINT-ROMAIN-EN-GAL;+33 9 83 92 06 86;45.11Z;concession;Lyon;BTP / Mécanique
MM EXCLUSIVE CARS (MM EXCLUSIVE CARS) (MM);91452414500010;914524145;BUREAU 3 2 RUE COYSEVOX 69001 LYON;69001;LYON;+33 6 09 85 40 05;45.11Z;concession;Lyon;BTP / Mécanique
VAP;98280961800035;982809618;LOCAL 8 12 RUE LEOPHA 69780 MIONS;69780;MIONS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
LOUIS BOJARUNIEC (IDENTITE AUTOMOBILE);98415618200011;984156182;4 RUE DE LA REPUBLIQUE 69001 LYON;69001;LYON;+33 9 80 80 14 14;45.11Z;concession;Lyon;BTP / Mécanique
PASTEUR AUTO;10178019500018;101780195;9 RUE DU BAT D'ARGENT 69001 LYON;69001;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MOHAMED ZRAN;52488959900030;524889599;4 PLACE DE L’EGLISE 91520 EGLY;91520;EGLY;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
COSMINA LINGURAR (HENDRE) (CFAUTO);78863050700036;788630507;13 RUE ANDRE BOLLIER 69007 LYON;69007;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
DANIEL VASILE;91353136400010;913531364;2 PETITE RUE DES FEUILLANTS 69001 LYON;69001;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MB AUTO;91998454200028;919984542;1859 ROUTE DEPARTEMENTALE 386 69560 SAINT-ROMAIN-EN-GAL;69560;SAINT-ROMAIN-EN-GAL;+33 6 43 97 66 15;45.11Z;concession;Lyon;BTP / Mécanique
RUSALIM COVACI (RC AUTOMOBILE);87985848800023;879858488;2 RUE BELY 69004 LYON;69004;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
IOSIF-DANIEL COVACI;81801041500011;818010415;13 RUE DES CAPUCINS 69001 LYON;69001;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
SELECT CAR (SELECT CAR);89051631300016;890516313;16 RUE POUTEAU 69001 LYON;69001;LYON;+33 6 76 31 84 89;45.11Z;concession;Lyon;BTP / Mécanique
DEN'CARS;98437370400019;984373704;BUREAU 3 2 RUE COYSEVOX 69001 LYON;69001;LYON;+33 6 18 86 60 86;45.11Z;concession;Lyon;BTP / Mécanique
V-LOC LYON;98138523000017;981385230;BUREAU 3 2 RUE COYSEVOX 69001 LYON;69001;LYON;+33 6 51 70 02 98;45.11Z;concession;Lyon;BTP / Mécanique
FRANCE AUTOMOBILES;51153880300012;511538803;16 RUE POUTEAU 69001 LYON;69001;LYON;+33 4 78 81 94 82;45.11Z;concession;Lyon;BTP / Mécanique
CURIOZ;32702014500022;327020145;ZONE ESPACE LEADERS 36 CHEMIN DE PATTU 74540 ALBY-SUR-CHERAN;74540;ALBY-SUR-CHERAN;+33 1 23 45 67 89;45.20B;carrossier;Lyon;BTP / Mécanique
TRUCKS PARE BRISE;50342299000013;503422990;30 RUE JEANNE HACHETTE 69003 LYON;69003;LYON;+33 4 78 95 39 30;45.20B;carrossier;Lyon;BTP / Mécanique
HPLD;43015758600057;430157586;4 PLACE GENERAL BROSSET 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.20B;carrossier;Lyon;BTP / Mécanique
G M A (G M A);51872770600021;518727706;98 RUE BUGEAUD 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.20B;carrossier;Lyon;BTP / Mécanique
TOP VITRAGE AUTO (FRANCE PARE BRISE);75025594500016;750255945;46 RUE DE LA THIBAUDIERE 69007 LYON;69007;LYON;+33 4 78 34 49 18;45.20B;carrossier;Lyon;BTP / Mécanique
AUTO VITRAGE LYON;51934569800012;519345698;46 RUE DE LA THIBAUDIERE 69007 LYON;69007;LYON;+33 4 72 38 58 72;45.20B;carrossier;Lyon;BTP / Mécanique
DJ SERVICES;90177367100028;901773671;46 RUE VICTOR HUGO 69200 VENISSIEUX;69200;VENISSIEUX;+33 6 30 73 66 01;45.20B;carrossier;Lyon;BTP / Mécanique
OPTIMUM;49407905600011;494079056;29 RUE SEGUIN 69002 LYON;69002;LYON;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
OVELO CYCLES (OVELO);80910767500070;809107675;POLE CAPITOU NORD 357 AVENUE DES LIONS 83600 FREJUS;83600;FREJUS;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
SPEEDWAY;34746118800018;347461188;119 COURS LIEUTAUD 13006 MARSEILLE;13006;MARSEILLE;+33 4 78 60 19 01;45.40Z;moto;Lyon;BTP / Mécanique
H.M.L;44260141500015;442601415;58 CHEMIN DE LA BRUYERE 69570 DARDILLY;69570;DARDILLY;+33 4 78 43 85 43;45.40Z;moto;Lyon;BTP / Mécanique
AMC MOTOS;48354267600018;483542676;20 RUE DE L'EGLISE 69003 LYON;69003;LYON;+33 9 83 92 06 86;45.40Z;moto;Lyon;BTP / Mécanique
ZEMBO;83948638800029;839486388;254 RUE VENDOME 69003 LYON;69003;LYON;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
MEKABIKE;83037809700018;830378097;127 AVENUE MARECHAL DE SAXE 69003 LYON;69003;LYON;+33 4 78 60 39 88;45.40Z;moto;Lyon;BTP / Mécanique
ONLY MOTO (ONLY MOTO);88916441400019;889164414;80 RUE DE LA PART-DIEU 69003 LYON;69003;LYON;+33 4 81 06 08 40;45.40Z;moto;Lyon;BTP / Mécanique
EURO - MOTOS;40325788400052;403257884;2 RUE DES FRERES LOUIS ET EMILE BERTRAND 69200 VENISSIEUX;69200;VENISSIEUX;+33 4 78 95 21 87;45.40Z;moto;Lyon;BTP / Mécanique
REILLES;75349872400016;753498724;254 RUE VENDOME 69003 LYON;69003;LYON;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
OLIVIER MOTOS LYON;52928295600018;529282956;117 AVENUE MARECHAL DE SAXE 69003 LYON;69003;LYON;+33 4 78 95 21 87;45.40Z;moto;Lyon;BTP / Mécanique
GREENMOOW (GREENMOOW);83499978100026;834999781;256 RUE GARIBALDI 69003 LYON;69003;LYON;+33 6 16 72 74 94;45.40Z;moto;Lyon;BTP / Mécanique
PHILIPPE BOUCHET;93073653300017;930736533;74 RUE MAURICE FLANDIN 69003 LYON;69003;LYON;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
REGIS FRANCOIS;38988944500034;389889445;249 ROUTE DE GENAS 69100 VILLEURBANNE;69100;VILLEURBANNE;+33 4 78 24 78 06;45.40Z;moto;Lyon;BTP / Mécanique
E-DC CENTER (E-DC CENTER);88295451400023;882954514;2 RUE DES FRERES BERTRAND 69200 VENISSIEUX;69200;VENISSIEUX;+33 4 87 65 17 84;45.40Z;moto;Lyon;BTP / Mécanique
BERNARD VERNE;77564376000058;775643760;146 AVENUE MARECHAL DE SAXE 69003 LYON;69003;LYON;+33 6 63 84 60 84;45.40Z;moto;Lyon;BTP / Mécanique
LVE;79015408200016;790154082;51 GRANDE RUE DE LA CROIX-ROUSSE 69004 LYON;69004;LYON;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
LYON VELO LOCATION;53522568400021;535225684;74 RUE SALOMON REINACH 69007 LYON;69007;LYON;+33 1 23 45 67 89;45.40Z;moto;Lyon;BTP / Mécanique
